Year_Month_Day,MaxLoad,max_temp,min_temp,weekday
2010-02-11,481.14387,29.0,23.4,5
2010-02-12,456.7105,28.8,17.2,6
2010-02-13,522.02135,31.0,17.3,7
2010-02-14,468.15012,29.4,19.2,1
2010-02-15,441.41877,26.1,18.2,2
2010-02-16,622.5289,32.4,17.4,3
2010-02-17,607.64722,31.8,20.3,4
2010-02-18,629.5562600000001,32.8,19.5,5
2010-02-19,722.37608,36.6,18.5,6
2010-02-20,737.8984300000001,36.5,23.1,7
2010-02-21,481.00966,26.2,20.4,1
2010-02-22,422.42645,25.3,18.1,2
2010-02-23,406.99051000000003,27.2,14.8,3
2010-02-24,462.90067,30.7,14.9,4
2010-02-25,549.1822099999999,32.3,19.6,5
2010-02-26,710.78359,36.2,18.6,6
2010-02-27,495.48738000000003,29.4,18.5,7
2010-02-28,359.26139,23.5,15.1,1
2010-03-01,356.41507,22.7,13.6,2
2010-03-02,389.90885,27.5,13.1,3
2010-03-03,477.05789,30.3,16.1,4
2010-03-04,563.69688,34.0,18.7,5
2010-03-05,430.23487,26.0,18.0,6
2010-03-06,352.76868,24.5,16.3,7
2010-03-07,341.88984000000005,23.9,13.8,1
2010-03-08,358.18940999999995,21.1,16.4,2
2010-03-09,353.10165,22.0,14.3,3
2010-03-10,358.8943,19.8,13.8,4
2010-03-11,361.30005,23.0,11.9,5
2010-03-12,367.85621000000003,28.8,14.2,6
2010-03-13,442.07962,31.8,20.2,7
2010-03-14,396.76794,28.9,22.4,1
2010-03-15,575.39924,32.1,17.1,2
2010-03-16,598.86834,34.9,16.5,3
2010-03-17,671.1846999999999,36.0,20.6,4
2010-03-18,627.7953,35.6,22.6,5
2010-03-19,476.84798,26.9,19.0,6
2010-03-20,429.76984999999996,28.5,16.0,7
2010-03-21,443.3383,29.5,17.6,1
2010-03-22,387.93387,23.9,12.8,2
2010-03-23,377.69092,24.9,10.4,3
2010-03-24,407.91149,29.2,11.5,4
2010-03-25,493.9552,33.7,14.1,5
2010-03-26,445.52867,33.3,14.8,6
2010-03-27,391.38486,29.1,19.8,7
2010-03-28,375.48196,22.6,21.0,1
2010-03-29,372.68094,24.2,18.1,2
2010-03-30,369.21333000000004,24.2,13.5,3
2010-03-31,383.06803,27.0,13.2,4
2010-04-01,377.07986,29.0,14.1,5
2010-04-02,349.99763,26.7,16.1,6
2010-04-03,347.77181,25.0,14.7,7
2010-04-04,373.54924,28.4,15.2,1
2010-04-05,423.10798,32.2,19.4,2
2010-04-06,411.73939,24.2,17.7,3
2010-04-07,402.05789,22.2,16.9,4
2010-04-08,400.86371,24.5,16.9,5
2010-04-09,381.90715,22.9,17.6,6
2010-04-10,374.01198999999997,22.7,15.3,7
2010-04-11,394.21479999999997,19.4,15.1,1
2010-04-12,422.06410999999997,19.9,7.4,2
2010-04-13,420.36892,19.9,8.4,3
2010-04-14,421.59247,21.8,9.6,4
2010-04-15,395.04594000000003,22.9,9.7,5
2010-04-16,383.35684999999995,25.0,10.9,6
2010-04-17,381.5869,28.5,14.0,7
2010-04-18,398.04854,27.3,17.2,1
2010-04-19,417.41095,24.6,15.5,2
2010-04-20,413.11786,27.8,15.5,3
2010-04-21,415.12309000000005,28.6,14.5,4
2010-04-22,425.91171999999995,30.2,16.7,5
2010-04-23,392.20303,26.0,20.4,6
2010-04-24,392.67268,21.2,17.4,7
2010-04-25,381.73049,20.0,12.5,1
2010-04-26,424.05622999999997,22.4,9.1,2
2010-04-27,439.71739,20.1,15.4,3
2010-04-28,462.62136,18.3,10.3,4
2010-04-29,438.81534999999997,19.2,13.5,5
2010-04-30,415.68371,21.2,10.8,6
2010-05-01,389.10556,25.3,11.9,7
2010-05-02,437.16699,20.3,13.1,1
2010-05-03,424.06812,26.3,14.8,2
2010-05-04,489.61659999999995,17.7,14.7,3
2010-05-05,503.54974,17.1,11.1,4
2010-05-06,455.09209999999996,19.7,11.8,5
2010-05-07,432.11724,20.0,12.1,6
2010-05-08,417.42652000000004,21.9,14.5,7
2010-05-09,396.96941,23.6,10.5,1
2010-05-10,450.60294,23.4,11.8,2
2010-05-11,525.57733,16.4,12.3,3
2010-05-12,536.49623,16.8,8.9,4
2010-05-13,527.39023,18.5,6.0,5
2010-05-14,515.06046,19.9,5.9,6
2010-05-15,537.33875,19.3,4.3,7
2010-05-16,516.35748,20.7,7.0,1
2010-05-17,541.08546,20.4,7.0,2
2010-05-18,532.9489,20.1,6.5,3
2010-05-19,529.73824,20.9,7.8,4
2010-05-20,496.71558,21.0,11.5,5
2010-05-21,491.63402,20.2,7.1,6
2010-05-22,495.51347999999996,21.3,7.0,7
2010-05-23,619.7084,16.7,12.9,1
2010-05-24,534.56501,20.4,11.2,2
2010-05-25,543.00229,17.8,13.1,3
2010-05-26,505.58358000000004,19.3,13.7,4
2010-05-27,506.67301000000003,19.5,9.2,5
2010-05-28,551.0461,17.2,12.9,6
2010-05-29,579.2524000000001,14.8,12.1,7
2010-05-30,571.97439,17.0,11.6,1
2010-05-31,578.75067,17.2,11.6,2
2010-06-01,591.80736,16.2,10.9,3
2010-06-02,594.41086,17.9,6.8,4
2010-06-03,588.79679,17.6,5.6,5
2010-06-04,586.88867,17.0,4.8,6
2010-06-05,577.99983,16.9,9.9,7
2010-06-06,652.46029,14.3,5.7,1
2010-06-07,684.40573,15.5,6.5,2
2010-06-08,683.18699,15.9,6.6,3
2010-06-09,663.09986,15.1,8.7,4
2010-06-10,626.49098,16.3,7.3,5
2010-06-11,585.84097,16.1,9.6,6
2010-06-12,598.50207,16.0,6.9,7
2010-06-13,624.56661,13.4,4.3,1
2010-06-14,722.1745999999999,13.8,2.2,2
2010-06-15,753.9510300000001,14.0,2.3,3
2010-06-16,676.98314,16.9,6.1,4
2010-06-17,631.35049,16.3,12.0,5
2010-06-18,581.02763,16.5,9.7,6
2010-06-19,557.33243,17.0,10.8,7
2010-06-20,569.52074,17.3,13.1,1
2010-06-21,640.47038,16.4,6.4,2
2010-06-22,616.2600600000001,17.3,9.4,3
2010-06-23,606.33521,18.2,8.2,4
2010-06-24,573.86989,18.2,10.8,5
2010-06-25,611.7782,15.2,11.1,6
2010-06-26,649.15076,14.2,6.4,7
2010-06-27,697.0959300000001,14.5,3.1,1
2010-06-28,735.8199599999999,14.6,6.3,2
2010-06-29,749.00904,11.9,8.4,3
2010-06-30,724.52483,14.0,5.2,4
2010-07-01,720.59802,12.0,3.4,5
2010-07-02,695.50018,13.9,2.3,6
2010-07-03,660.43923,15.6,4.5,7
2010-07-04,689.7566800000001,15.0,3.0,1
2010-07-05,750.46802,14.1,2.4,2
2010-07-06,714.41542,15.0,3.0,3
2010-07-07,661.3851999999999,15.9,7.9,4
2010-07-08,676.1118399999999,17.0,4.4,5
2010-07-09,664.314,16.4,5.2,6
2010-07-10,594.39029,15.6,11.0,7
2010-07-11,610.59639,16.4,9.9,1
2010-07-12,656.45984,16.5,6.9,2
2010-07-13,663.90874,18.5,11.7,3
2010-07-14,647.78401,15.3,9.1,4
2010-07-15,609.29433,15.7,9.9,5
2010-07-16,584.8229200000001,15.8,8.8,6
2010-07-17,596.0262700000001,16.4,8.1,7
2010-07-18,687.1211999999999,11.5,9.1,1
2010-07-19,683.9578,15.2,6.3,2
2010-07-20,680.41558,15.0,7.0,3
2010-07-21,696.2563100000001,15.2,3.5,4
2010-07-22,674.6818199999999,13.7,4.3,5
2010-07-23,664.3175699999999,12.6,8.3,6
2010-07-24,640.48806,13.3,7.0,7
2010-07-25,664.18863,15.3,3.5,1
2010-07-26,694.5000799999999,17.4,4.6,2
2010-07-27,676.58024,16.3,7.4,3
2010-07-28,616.22279,18.7,7.0,4
2010-07-29,608.8706999999999,15.2,11.2,5
2010-07-30,583.43514,18.2,11.1,6
2010-07-31,589.08296,15.8,9.5,7
2010-08-01,699.16603,12.6,8.3,1
2010-08-02,710.93944,14.6,6.5,2
2010-08-03,706.74515,12.4,7.1,3
2010-08-04,738.46489,12.5,8.5,4
2010-08-05,712.73646,13.4,3.7,5
2010-08-06,683.01476,12.3,4.8,6
2010-08-07,662.5823399999999,14.2,3.6,7
2010-08-08,692.86074,13.4,7.4,1
2010-08-09,708.7582,14.0,7.1,2
2010-08-10,669.29397,16.1,6.6,3
2010-08-11,685.33149,14.9,10.7,4
2010-08-12,659.21081,13.6,9.6,5
2010-08-13,605.8543199999999,16.2,7.2,6
2010-08-14,619.5046600000001,16.3,9.4,7
2010-08-15,649.22619,14.0,11.0,1
2010-08-16,683.06631,14.5,9.7,2
2010-08-17,677.24803,16.3,4.8,3
2010-08-18,577.6478000000001,19.8,10.3,4
2010-08-19,688.7019200000001,13.6,10.0,5
2010-08-20,658.29563,14.7,7.6,6
2010-08-21,592.82088,15.9,8.0,7
2010-08-22,604.27224,18.4,4.0,1
2010-08-23,681.41724,15.6,9.4,2
2010-08-24,738.00824,13.0,8.4,3
2010-08-25,739.90025,12.4,8.6,4
2010-08-26,670.1344200000001,14.6,9.0,5
2010-08-27,597.3251300000001,15.5,10.4,6
2010-08-28,563.44275,15.3,7.8,7
2010-08-29,571.93747,17.7,7.2,1
2010-08-30,545.9658900000001,20.1,5.7,2
2010-08-31,531.4848000000001,20.1,14.1,3
2010-09-01,635.22857,15.8,12.1,4
2010-09-02,595.85674,15.4,10.7,5
2010-09-03,661.56366,18.3,11.1,6
2010-09-04,605.52113,13.7,9.4,7
2010-09-05,622.77359,14.9,9.0,1
2010-09-06,657.51945,14.6,5.2,2
2010-09-07,606.5955,17.1,4.1,3
2010-09-08,555.38621,18.6,12.2,4
2010-09-09,495.39027000000004,19.6,13.5,5
2010-09-10,525.99188,16.5,10.3,6
2010-09-11,499.69149,16.9,11.3,7
2010-09-12,494.36955,19.6,8.1,1
2010-09-13,511.23645,20.5,12.4,2
2010-09-14,571.53015,16.4,11.9,3
2010-09-15,549.7699,16.1,9.1,4
2010-09-16,570.8136,15.7,10.6,5
2010-09-17,559.6157,15.1,10.2,6
2010-09-18,550.4336099999999,15.8,8.1,7
2010-09-19,572.4403299999999,17.6,9.1,1
2010-09-20,609.18417,15.6,8.8,2
2010-09-21,559.16718,18.0,10.0,3
2010-09-22,563.22334,18.2,8.2,4
2010-09-23,558.77576,16.6,8.2,5
2010-09-24,494.31521999999995,18.3,4.9,6
2010-09-25,466.17568,18.6,10.1,7
2010-09-26,486.75227,18.2,7.3,1
2010-09-27,545.76698,16.5,10.6,2
2010-09-28,584.1131,14.9,10.2,3
2010-09-29,581.09238,16.0,5.1,4
2010-09-30,537.4567099999999,18.1,5.3,5
2010-10-01,422.72194,22.5,9.8,6
2010-10-02,379.0256,23.5,14.7,7
2010-10-03,348.51378000000005,25.7,15.7,1
2010-10-04,371.12427,20.0,14.7,2
2010-10-05,383.28969,21.0,9.0,3
2010-10-06,433.50468,21.4,10.8,4
2010-10-07,457.37316999999996,16.2,6.3,5
2010-10-08,426.30401,18.1,9.3,6
2010-10-09,383.14911,20.8,6.6,7
2010-10-10,367.47246,25.7,13.4,1
2010-10-11,382.83570000000003,30.0,18.5,2
2010-10-12,401.15353999999996,21.9,20.2,3
2010-10-13,402.42798999999997,18.8,13.2,4
2010-10-14,392.71772,22.8,7.8,5
2010-10-15,543.1391600000001,13.6,8.9,6
2010-10-16,465.68806,15.5,7.9,7
2010-10-17,471.89029999999997,15.9,9.9,1
2010-10-18,437.53039,18.1,10.6,2
2010-10-19,397.39069,20.0,6.9,3
2010-10-20,365.56092,24.9,11.4,4
2010-10-21,354.89441999999997,28.5,13.0,5
2010-10-22,352.94048,26.1,18.5,6
2010-10-23,348.09731,18.6,12.6,7
2010-10-24,381.37571,18.7,8.9,1
2010-10-25,359.83901000000003,25.3,8.2,2
2010-10-26,371.87859000000003,21.2,10.8,3
2010-10-27,360.29376,21.1,10.0,4
2010-10-28,360.15734999999995,29.7,13.2,5
2010-10-29,362.75773,23.6,21.0,6
2010-10-30,398.83775,17.4,11.4,7
2010-10-31,447.84441999999996,16.1,9.3,1
2010-11-01,406.04695000000004,18.0,5.3,2
2010-11-02,382.65047999999996,19.5,11.2,3
2010-11-03,438.68584000000004,15.8,11.7,4
2010-11-04,392.06637,18.7,10.7,5
2010-11-05,347.86699,22.8,11.0,6
2010-11-06,333.8779,27.9,14.2,7
2010-11-07,351.06210999999996,21.0,14.4,1
2010-11-08,347.88498,23.1,13.7,2
2010-11-09,366.62503999999996,29.9,11.1,3
2010-11-10,364.16462,27.6,16.5,4
2010-11-11,411.95571,32.1,15.2,5
2010-11-12,344.05005,22.2,21.6,6
2010-11-13,350.76803,17.8,14.7,7
2010-11-14,344.92903,22.6,12.5,1
2010-11-15,354.39365999999995,22.7,12.7,2
2010-11-16,355.36296999999996,20.8,9.9,3
2010-11-17,345.41893,21.4,8.7,4
2010-11-18,354.58822999999995,21.2,13.2,5
2010-11-19,336.37399,24.3,10.7,6
2010-11-20,355.08081,29.0,11.6,7
2010-11-21,460.67877000000004,33.8,16.5,1
2010-11-22,650.17025,36.4,23.5,2
2010-11-23,688.36739,36.4,23.5,3
2010-11-24,401.4907,27.8,24.8,4
2010-11-25,373.41714,25.3,17.3,5
2010-11-26,420.19656,29.5,15.3,6
2010-11-27,320.32892,20.2,14.7,7
2010-11-28,354.90588,19.5,11.8,1
2010-11-29,358.44725,18.9,12.1,2
2010-11-30,342.45961,23.5,13.9,3
2010-12-01,343.49741,25.1,16.3,4
2010-12-02,371.45959999999997,27.2,15.1,5
2010-12-03,540.27202,34.8,15.5,6
2010-12-04,706.5326899999999,38.2,24.9,7
2010-12-05,448.80629999999996,30.2,26.4,1
2010-12-06,542.6863000000001,33.1,19.9,2
2010-12-07,502.32413,32.5,21.1,3
2010-12-08,356.50434,24.4,16.8,4
2010-12-09,343.71567,24.5,16.1,5
2010-12-10,322.24991,18.3,13.7,6
2010-12-11,318.28949,21.7,14.2,7
2010-12-12,322.34676,20.6,13.2,1
2010-12-13,350.10465999999997,24.2,12.9,2
2010-12-14,459.41664000000003,32.4,16.6,3
2010-12-15,338.26206,21.7,16.3,4
2010-12-16,331.70815000000005,22.5,14.0,5
2010-12-17,316.7669,21.4,15.1,6
2010-12-18,316.19836,19.8,13.6,7
2010-12-19,346.06299,17.6,12.6,1
2010-12-20,353.16957,19.1,11.6,2
2010-12-21,331.72289,21.6,13.6,3
2010-12-22,348.82329999999996,26.2,11.3,4
2010-12-23,356.64751,25.5,13.1,5
2010-12-24,509.2135,33.3,16.5,6
2010-12-25,402.01923,31.7,19.4,7
2010-12-26,311.67964,21.4,15.6,1
2010-12-27,311.45360999999997,21.3,13.6,2
2010-12-28,386.26413,29.6,12.7,3
2010-12-29,491.46416999999997,31.2,15.4,4
2010-12-30,717.538,39.6,16.6,5
2010-12-31,752.3646600000001,36.9,23.3,6
2011-01-01,366.42589000000004,28.6,18.2,7
2011-01-02,358.79366999999996,26.1,14.7,1
2011-01-03,369.67142,26.2,13.6,2
2011-01-04,404.69494,29.6,15.2,3
2011-01-05,409.06265,28.7,14.8,4
2011-01-06,593.73086,35.3,16.7,5
2011-01-07,757.25096,35.7,23.3,6
2011-01-08,398.42184999999995,28.4,24.9,7
2011-01-09,525.33018,30.9,18.2,1
2011-01-10,627.58956,32.1,21.3,2
2011-01-11,403.47929999999997,25.5,21.6,3
2011-01-12,403.46779,27.2,17.4,4
2011-01-13,353.69243,21.9,19.2,5
2011-01-14,425.01329,28.1,18.3,6
2011-01-15,515.4278499999999,32.1,15.2,7
2011-01-16,412.66257,26.9,18.9,1
2011-01-17,357.13774,23.9,14.5,2
2011-01-18,387.0446,27.1,15.1,3
2011-01-19,431.91598999999997,28.6,13.2,4
2011-01-20,703.1258,37.0,17.0,5
2011-01-21,507.88543,29.2,21.5,6
2011-01-22,530.4171,32.1,17.0,7
2011-01-23,536.15699,32.0,14.9,1
2011-01-24,461.44018,27.3,19.9,2
2011-01-25,552.36949,32.5,18.4,3
2011-01-26,436.07195,29.6,16.7,4
2011-01-27,528.96125,32.0,19.5,5
2011-01-28,570.5455400000001,31.8,15.8,6
2011-01-29,733.75833,37.7,18.5,7
2011-01-30,955.96727,42.5,25.8,1
2011-01-31,1037.67078,42.9,28.2,2
2011-02-01,718.27962,33.2,28.7,3
2011-02-02,755.16322,36.0,19.4,4
2011-02-03,658.5000799999999,32.7,23.6,5
2011-02-04,719.09198,34.5,25.4,6
2011-02-05,336.94731,22.4,19.8,7
2011-02-06,333.48409000000004,22.7,12.1,1
2011-02-07,371.08612,27.2,14.6,2
2011-02-08,408.98578999999995,28.3,13.9,3
2011-02-09,522.8328,33.0,15.9,4
2011-02-10,754.09246,37.5,21.5,5
2011-02-11,399.71074,24.7,22.8,6
2011-02-12,324.75638,22.0,16.4,7
2011-02-13,356.04157,25.8,12.7,1
2011-02-14,388.7861,27.5,15.5,2
2011-02-15,521.75968,32.8,18.1,3
2011-02-16,607.59261,33.1,19.3,4
2011-02-17,497.23959,30.9,18.9,5
2011-02-18,360.71228,22.5,20.5,6
2011-02-19,344.12066999999996,24.5,18.4,7
2011-02-20,326.28645,22.6,18.6,1
2011-02-21,336.42824,22.3,14.8,2
2011-02-22,346.39029999999997,24.6,13.1,3
2011-02-23,440.07344,30.2,15.8,4
2011-02-24,599.32667,33.7,17.2,5
2011-02-25,604.94438,34.6,21.0,6
2011-02-26,619.95051,35.4,22.2,7
2011-02-27,618.5009399999999,31.8,22.7,1
2011-02-28,430.28272999999996,27.6,18.4,2
2011-03-01,340.61412,22.0,15.8,3
2011-03-02,342.33585999999997,22.4,12.5,4
2011-03-03,343.21011,24.3,11.2,5
2011-03-04,330.28668,24.3,11.5,6
2011-03-05,335.71484000000004,26.2,13.8,7
2011-03-06,496.66487,34.6,12.9,1
2011-03-07,618.95527,34.9,21.6,2
2011-03-08,392.14984000000004,23.2,21.4,3
2011-03-09,346.10796999999997,22.1,16.8,4
2011-03-10,345.17845,21.6,14.9,5
2011-03-11,365.43257,26.8,14.0,6
2011-03-12,491.87609000000003,32.0,17.2,7
2011-03-13,346.48409999999996,28.3,19.3,1
2011-03-14,385.7681,27.1,15.4,2
2011-03-15,483.70944000000003,29.0,17.8,3
2011-03-16,368.61548999999997,25.2,14.9,4
2011-03-17,357.11147,24.4,16.0,5
2011-03-18,332.71994,23.1,16.7,6
2011-03-19,346.68375,27.2,15.1,7
2011-03-20,375.42887,24.6,18.4,1
2011-03-21,377.14164,22.0,17.5,2
2011-03-22,356.27884,21.4,16.5,3
2011-03-23,376.81382,18.1,14.3,4
2011-03-24,369.06305,18.7,14.2,5
2011-03-25,352.65491,20.8,14.1,6
2011-03-26,338.17084,19.9,13.4,7
2011-03-27,360.17719,21.8,14.0,1
2011-03-28,360.37214,26.0,11.7,2
2011-03-29,371.61993,29.1,14.0,3
2011-03-30,361.43804,21.1,14.3,4
2011-03-31,362.7502,20.3,10.8,5
2011-04-01,350.26921999999996,21.4,9.8,6
2011-04-02,344.85411,20.7,12.2,7
2011-04-03,399.38322,20.7,8.4,1
2011-04-04,411.46425,21.9,8.5,2
2011-04-05,405.72361,22.7,10.6,3
2011-04-06,388.68234,25.5,9.0,4
2011-04-07,393.10008,29.9,11.6,5
2011-04-08,394.74706,31.7,21.2,6
2011-04-09,376.59689000000003,19.3,18.3,7
2011-04-10,445.514,16.3,10.1,1
2011-04-11,465.4106,18.3,10.3,2
2011-04-12,453.4922,18.9,7.9,3
2011-04-13,426.02478,20.9,9.3,4
2011-04-14,415.92957,21.4,13.2,5
2011-04-15,381.96779,23.9,13.5,6
2011-04-16,389.60927000000004,21.9,13.5,7
2011-04-17,394.83453000000003,22.2,10.2,1
2011-04-18,409.25496999999996,25.6,9.2,2
2011-04-19,398.27845,24.7,14.2,3
2011-04-20,397.21056,22.3,15.9,4
2011-04-21,395.79508000000004,20.8,12.0,5
2011-04-22,387.82026,19.0,13.4,6
2011-04-23,387.73124,20.1,8.9,7
2011-04-24,356.65338,23.8,10.0,1
2011-04-25,367.05657,24.8,9.6,2
2011-04-26,388.34060999999997,25.8,11.7,3
2011-04-27,401.75410999999997,29.0,16.6,4
2011-04-28,390.33637,27.4,16.3,5
2011-04-29,386.85459000000003,23.9,18.6,6
2011-04-30,399.64339,18.7,16.1,7
2011-05-01,438.02495,17.6,14.9,1
2011-05-02,441.83149,20.6,9.0,2
2011-05-03,455.79045,19.3,8.5,3
2011-05-04,459.26885,18.3,10.0,4
2011-05-05,482.21386,17.5,8.2,5
2011-05-06,450.99271999999996,19.2,8.8,6
2011-05-07,438.65567,20.2,7.9,7
2011-05-08,434.53512,20.7,10.5,1
2011-05-09,553.5621600000001,15.4,9.6,2
2011-05-10,546.43529,18.1,7.6,3
2011-05-11,563.35348,16.0,9.4,4
2011-05-12,515.71745,17.1,11.4,5
2011-05-13,498.64531,17.2,11.2,6
2011-05-14,512.48511,16.6,10.6,7
2011-05-15,535.79657,17.1,10.9,1
2011-05-16,585.81568,16.6,5.2,2
2011-05-17,571.1540699999999,18.7,9.5,3
2011-05-18,487.63392,21.9,11.8,4
2011-05-19,438.25036,24.9,15.0,5
2011-05-20,409.75137,24.0,11.7,6
2011-05-21,403.27852,24.8,14.5,7
2011-05-22,516.52617,15.8,13.4,1
2011-05-23,606.8566999999999,14.5,12.3,2
2011-05-24,615.3468399999999,14.6,10.7,3
2011-05-25,621.19367,14.4,7.5,4
2011-05-26,570.15502,15.5,9.7,5
2011-05-27,542.68549,15.5,11.2,6
2011-05-28,542.82626,15.6,6.1,7
2011-05-29,576.30893,16.8,9.0,1
2011-05-30,611.00981,16.9,8.1,2
2011-05-31,635.19731,15.3,5.3,3
2011-06-01,600.94989,18.8,3.7,4
2011-06-02,532.5864499999999,20.6,5.9,5
2011-06-03,515.43271,17.0,13.6,6
2011-06-04,524.3160899999999,16.6,10.2,7
2011-06-05,560.2749,17.6,9.7,1
2011-06-06,630.39286,15.4,10.0,2
2011-06-07,646.49688,14.8,9.5,3
2011-06-08,674.13936,14.4,4.0,4
2011-06-09,644.56564,13.1,8.2,5
2011-06-10,605.54594,14.9,6.5,6
2011-06-11,601.23868,13.8,10.4,7
2011-06-12,583.27453,15.3,6.7,1
2011-06-13,658.5784100000001,14.1,7.8,2
2011-06-14,678.9664200000001,16.0,3.6,3
2011-06-15,684.39126,16.6,3.7,4
2011-06-16,633.54448,16.6,7.3,5
2011-06-17,597.34884,15.6,10.8,6
2011-06-18,554.70861,16.7,10.4,7
2011-06-19,577.16102,18.5,11.7,1
2011-06-20,592.7169200000001,17.1,9.7,2
2011-06-21,670.31537,13.8,8.8,3
2011-06-22,598.9510300000001,16.1,9.8,4
2011-06-23,565.96336,14.7,11.5,5
2011-06-24,532.95002,18.0,9.8,6
2011-06-25,538.2805699999999,17.7,8.3,7
2011-06-26,569.4483100000001,17.6,10.2,1
2011-06-27,615.58213,17.5,4.7,2
2011-06-28,626.47515,17.1,6.7,3
2011-06-29,573.8096400000001,19.1,8.4,4
2011-06-30,508.55147,19.9,14.7,5
2011-07-01,438.35249,22.2,15.5,6
2011-07-02,530.38919,15.3,12.7,7
2011-07-03,564.55324,16.9,10.0,1
2011-07-04,657.3006899999999,15.2,10.2,2
2011-07-05,651.06014,15.3,9.9,3
2011-07-06,666.0643699999999,14.9,10.2,4
2011-07-07,661.45216,13.4,4.9,5
2011-07-08,652.31521,13.6,5.8,6
2011-07-09,627.8918299999999,12.5,7.3,7
2011-07-10,638.49103,13.7,9.4,1
2011-07-11,670.5032,12.7,6.1,2
2011-07-12,688.99425,11.4,7.9,3
2011-07-13,654.19471,13.1,8.3,4
2011-07-14,647.52712,13.9,6.5,5
2011-07-15,633.74927,14.8,6.1,6
2011-07-16,637.85502,15.1,2.3,7
2011-07-17,644.7199300000001,13.6,7.5,1
2011-07-18,673.36069,14.8,6.6,2
2011-07-19,671.00379,14.5,4.0,3
2011-07-20,667.203,13.8,7.8,4
2011-07-21,677.62524,14.7,3.8,5
2011-07-22,656.18846,15.9,1.3,6
2011-07-23,615.38708,17.5,5.7,7
2011-07-24,627.2229,14.4,9.3,1
2011-07-25,614.33499,15.9,10.3,2
2011-07-26,640.10865,15.7,6.7,3
2011-07-27,601.30249,17.7,7.2,4
2011-07-28,531.9206899999999,20.5,9.6,5
2011-07-29,518.67583,19.8,13.9,6
2011-07-30,479.33799,19.0,11.6,7
2011-07-31,480.96997,21.7,6.6,1
2011-08-01,453.85534,21.6,14.2,2
2011-08-02,440.93976000000004,23.3,10.2,3
2011-08-03,425.01688,24.6,9.3,4
2011-08-04,556.3611,13.6,12.5,5
2011-08-05,529.69395,16.0,9.5,6
2011-08-06,564.87082,15.3,7.6,7
2011-08-07,596.34465,14.3,9.3,1
2011-08-08,622.3815,14.4,9.3,2
2011-08-09,613.8210899999999,15.0,10.4,3
2011-08-10,605.15683,16.6,7.2,4
2011-08-11,548.37306,17.5,9.5,5
2011-08-12,530.55895,18.1,6.4,6
2011-08-13,484.76109,19.0,8.9,7
2011-08-14,481.80573,20.7,6.6,1
2011-08-15,563.16454,16.2,13.3,2
2011-08-16,588.3383100000001,17.9,12.2,3
2011-08-17,615.0381600000001,14.6,9.6,4
2011-08-18,570.5088900000001,16.0,9.3,5
2011-08-19,525.83057,17.1,9.9,6
2011-08-20,474.04108,18.1,10.9,7
2011-08-21,469.27042,21.3,8.4,1
2011-08-22,473.64589,20.9,7.7,2
2011-08-23,436.94052,22.8,10.6,3
2011-08-24,427.18281,23.2,7.7,4
2011-08-25,463.97015000000005,17.2,12.7,5
2011-08-26,502.84236,17.4,6.6,6
2011-08-27,490.03391999999997,16.6,7.0,7
2011-08-28,506.70659,18.5,5.4,1
2011-08-29,540.02052,16.4,11.9,2
2011-08-30,571.25569,15.1,5.6,3
2011-08-31,511.99069000000003,19.5,6.0,4
2011-09-01,442.40555,21.6,11.3,5
2011-09-02,383.24407,24.9,14.2,6
2011-09-03,371.90754,27.4,18.7,7
2011-09-04,409.04402000000005,18.5,10.4,1
2011-09-05,443.63806,20.6,6.3,2
2011-09-06,544.6543,15.8,8.1,3
2011-09-07,504.85903,17.4,7.5,4
2011-09-08,516.73112,17.3,11.4,5
2011-09-09,566.90413,14.8,7.5,6
2011-09-10,527.1227299999999,14.3,10.5,7
2011-09-11,540.9358100000001,15.7,7.6,1
2011-09-12,540.7046700000001,16.3,5.0,2
2011-09-13,442.39715,21.9,5.2,3
2011-09-14,464.38516999999996,17.6,10.3,4
2011-09-15,398.52751,25.0,7.0,5
2011-09-16,371.90421000000003,24.3,11.1,6
2011-09-17,360.4113,30.5,12.7,7
2011-09-18,380.44806,26.0,9.3,1
2011-09-19,446.41762,25.1,15.2,2
2011-09-20,449.21471,17.8,10.2,3
2011-09-21,394.32008,22.7,11.3,4
2011-09-22,387.23661,28.1,11.8,5
2011-09-23,471.86307,14.9,9.7,6
2011-09-24,470.86403,16.0,7.6,7
2011-09-25,484.2144,19.3,7.1,1
2011-09-26,415.34828000000005,24.0,8.4,2
2011-09-27,382.29909999999995,31.5,18.5,3
2011-09-28,447.85659000000004,21.5,13.3,4
2011-09-29,472.92681,17.0,10.1,5
2011-09-30,526.28466,15.7,9.8,6
2011-10-01,458.22641999999996,17.3,7.1,7
2011-10-02,415.32755,18.1,7.1,1
2011-10-03,370.23982,22.2,10.6,2
2011-10-04,403.84508,21.5,15.9,3
2011-10-05,409.01354,17.0,13.4,4
2011-10-06,379.95209,19.4,13.6,5
2011-10-07,368.70140999999995,18.6,14.3,6
2011-10-08,344.20599,19.5,11.5,7
2011-10-09,377.7867,20.2,13.3,1
2011-10-10,428.60497,17.4,9.6,2
2011-10-11,393.11767,19.3,11.4,3
2011-10-12,379.62357000000003,19.9,7.7,4
2011-10-13,340.85103999999995,26.7,12.3,5
2011-10-14,339.32549,22.0,19.2,6
2011-10-15,351.49636,20.1,14.1,7
2011-10-16,381.26034999999996,18.8,11.5,1
